"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status"
"ROWI","","ROWI","Rosa wichuraiana","memorial rose","","","","",""
"ROWI3","","ROWI3","Rosa willmottiae","Willmott's rose","","","","",""
"ROWO","","ROWO","Rosa woodsii","Woods' rose","","","","",""
"ROWOG","","ROWOG","Rosa woodsii var. glabrata","Woods' rose","","","","",""
"ROWOG2","","ROWOG2","Rosa woodsii var. gratissima","Tehachapi rose","","","","",""
"ROWOU","","ROWOU","Rosa woodsii var. ultramontana","Woods' rose","","","","",""
"ROWOW","","ROWOW","Rosa woodsii var. woodsii","Woods' rose","","","","",""
"ROXA2","","ROXA2","Rosa xanthina","yellow rose","","","","",""
"ROYA","","ROYA","Rosa yainacensis","Cascade rose","","","","",""
"ROSEL2","","ROSEL2","Roselliniella","","","","","",""
"RONE3","","RONE3","Roselliniella nephromatis","","","","","",""
"ROSEL","","ROSEL","Roselliniopsis","","","","","",""
"ROGE","","ROGE","Roselliniopsis gelidaria","","","","","",""
"ROSEL3","","ROSEL3","Rosellinula","","","","","",""
"ROKA","","ROKA","Rosellinula kalbii","","","","","",""
"ROSMA","","ROSMA","Rosmarinus","rosemary","","","","",""
"ROOF","","ROOF","Rosmarinus officinalis","rosemary","","","","",""
"ROSTR","","ROSTR","Rostraria","hairgrass","","","","",""
"ROCR3","","ROCR3","Rostraria cristata","Mediterranean hairgrass","","","","",""
"ROTAL","","ROTAL","Rotala","rotala","","","","",""
"ROIN3","","ROIN3","Rotala indica","Indian toothcup","","","","",""
"RORA","","RORA","Rotala ramosior","lowland rotala","","","","","CT(E)MA(E)MN(T)NY(T)PA(R)RI(E)WA(S)"
"RORO7","","RORO7","Rotala rotundifolia","dwarf rotala","","","","",""
"ROTTB","","ROTTB","Rottboellia","itchgrass","","","","",""
"ROCO6","","ROCO6","Rottboellia cochinchinensis","itchgrass","NW","AL(CAW)AR(NW)CA(Q)FL(NW)MA(P)MN(PNW)MS(NW)NC(CAW)OR(Q)SC(PP)TX(NP)VT(CAW)","STATE, SWSS, US","",""
"ROSE10","","ROSE10","Rottboellia selloana","","","","","",""
"ROURE","","ROURE","Rourea","rourea","","","","",""
"ROSU4","","ROSU4","Rourea surinamensis","Juan Caliente","","","","",""
"ROUSS","","ROUSS","Rousselia","rousselia","","","","",""
"ROHU","","ROHU","Rousselia humilis","shineseed","","","","",""
"ROYST","","ROYST","Roystonea","royal palm","","","","",""
"ROBO","","ROBO","Roystonea borinquena","Puerto Rico royal palm","","","","",""
"ROOL","","ROOL","Roystonea oleracea","Caribbean royal palm","","","","",""
"RORE2","","RORE2","Roystonea regia","royal palm","","","","","FL (E)"
"RUBIA","","RUBIA","Rubia","rubia","","","","",""
"RUTI2","","RUTI2","Rubia tinctorum","dyer's madder","","","","",""
"RUBUS","","RUBUS","Rubus","blackberry","","","","",""
"RUPA8","","RUPA8","Rubus ×paracaulis","blackberry","","","","",""
"RUAB","","RUAB","Rubus aboriginum","garden dewberry","","","","",""
"RUAC5","","RUAC5","Rubus aculiferus","thorny dewberry","","","","",""
"RUAD2","","RUAD2","Rubus adjacens","peaty dewberry","","","","",""
"RUAL6","","RUAL6","Rubus alaskensis","Alaska blackberry","","","","",""
"RUAL7","","RUAL7","Rubus aliceae","roadside raspberry","","","","",""
"RUAL","","RUAL","Rubus allegheniensis","Allegheny blackberry","","","","",""
"RUALA","","RUALA","Rubus allegheniensis var. allegheniensis","Allegheny blackberry","","","","",""
"RUALG","","RUALG","Rubus allegheniensis var. gravesii","Graves' blackberry","","","","",""
"RUAL8","","RUAL8","Rubus alter","Maine dewberry","","","","",""
"RUAL9","","RUAL9","Rubus alumnus","oldfield blackberry","","","","","IN(X)"
"RUAM11","","RUAM11","Rubus amplificatus","","","","","",""
"RUAN2","","RUAN2","Rubus andrewsianus","Andrews' blackberry","","","","",""
"RUAP","","RUAP","Rubus apogaeus","falling dewberry","","","","",""
"RUAP2","","RUAP2","Rubus aptatus","drybank dewberry","","","","",""
"RUAR","","RUAR","Rubus arcticus","arctic raspberry","","","","",""
"RUARA2","","RUARA2","Rubus arcticus ssp. acaulis","dwarf raspberry","","","","","MI (), WA ()"
"RUARA3","","RUARA3","Rubus arcticus ssp. arcticus","arctic raspberry","","","","",""
"RUARS","","RUARS","Rubus arcticus ssp. stellatus","arctic raspberry","","","","",""
"RUAR8","","RUAR8","Rubus arcuans","wand dewberry","","","","",""
"RUAR7","","RUAR7","Rubus arenicola","sanddwelling dewberry","","","","","ME(PX)"
"RUAR2","","RUAR2","Rubus argutus","sawtooth blackberry","","HI(NW)","HEAR, N'EAST, STATE","",""
"RUAR3","","RUAR3","Rubus arizonensis","Arizona dewberry","","","","",""
"RUAR9","","RUAR9","Rubus armeniacus","Himalayan blackberry","","","","",""
"RUAR5","","RUAR5","Rubus arvensis","field blackberry","","","","",""
"RUAU","","RUAU","Rubus audax","Tampa blackberry","","","","",""
"RUBA2","","RUBA2","Rubus baileyanus","Bailey's dewberry","","","","",""
"RUBA","","RUBA","Rubus bartonianus","Barton's raspberry","","","","",""
"RUBE","","RUBE","Rubus bellobatus","Kittatinny blackberry","","","","",""
"RUBI2","","RUBI2","Rubus bicknellii","Nantucket blackberry","","","","",""
"RUBI3","","RUBI3","Rubus biformispinus","pasture dewberry","","","","",""
"RUBI","","RUBI","Rubus bifrons","Himalayan berry","","","","",""
"RUBI6","","RUBI6","Rubus bifrons × laciniatus","hybrid European blackberry","","","","",""
"RUBI7","","RUBI7","Rubus bifrons × ursinus","hybrid blackberry","","","","",""
"RUBI4","","RUBI4","Rubus bigelovianus","lowland blackberry","","","","",""
"RUBL2","","RUBL2","Rubus blanchardianus","Blanchard's dewberry","","","","",""
"RUBO","","RUBO","Rubus boyntonii","Boynton's dewberry","","","","",""
"RUBU","","RUBU","Rubus burnhamii","Burnham's blackberry","","","","",""
"RUBU2","","RUBU2","Rubus bushii","Bush's blackberry","","","","",""
"RUCA","","RUCA","Rubus caesius","European dewberry","","","","",""
"RUCA16","","RUCA16","Rubus canadensis","smooth blackberry","","","","","KY(E)NJ(E)"
"RUCE2","","RUCE2","Rubus centralis","Illinois dewberry","","","","","IN(E)"
"RUCH","","RUCH","Rubus chamaemorus","cloudberry","","","","","MN(T)NH(E)"
"RUCL","","RUCL","Rubus clarus","Mt. Vernon dewberry","","","","",""
"RUCO25","","RUCO25","Rubus cockburnianus","","","","","",""
"RUCO27","","RUCO27","Rubus conanicutensis","Conanicut Island blackberry","","","","",""
"RUCO3","","RUCO3","Rubus concameratus","West Virginia blackberry","","","","",""
"RUCO4","","RUCO4","Rubus coronarius","cultivated raspberry","","","","",""
"RUCR5","","RUCR5","Rubus crataegifolius","","","","","",""
"RUCU3","","RUCU3","Rubus cubitans","sprawling dewberry","","","","",""
"RUCU","","RUCU","Rubus cuneifolius","sand blackberry","","","","","CT(SC)NH(E)NY(E)PA(E)"
"RUCU4","","RUCU4","Rubus curtipes","shortstalk dewberry","","","","",""
"RUDE4","","RUDE4","Rubus deamii","Deam's dewberry","","","","","IN(X)"
"RUDE6","","RUDE6","Rubus defectionis","eclipse blackberry","","","","",""
"RUDE","","RUDE","Rubus deliciosus","delicious raspberry","","","","",""
"RUDE7","","RUDE7","Rubus densissimus","Morgantown blackberry","","","","",""
"RUDE8","","RUDE8","Rubus depavitus","Aberdeen dewberry","","","","","IN(X)"
"RUDI3","","RUDI3","Rubus dissimilis","bristly Oswego blackberry","","","","",""
"RUEL2","","RUEL2","Rubus elegantulus","showy blackberry","","","","",""
"RUEL3","","RUEL3","Rubus ellipticus","yellow Himalayan raspberry","","","","",""
"RUELE2","","RUELE2","Rubus ellipticus var. ellipticus","yellow Himalayan raspberry","","","","",""
"RUELO","","RUELO","Rubus ellipticus var. obcordatus","yellow Himalayan raspberry","","HI(NW)","HEAR, N'EAST, STATE","",""
"RUEX3","","RUEX3","Rubus exeter","Baton Rouge blackberry","","","","",""
"RUEX2","","RUEX2","Rubus exsularis","fenceline dewberry","","","","",""
"RUFE","","RUFE","Rubus fecundus","DC dewberry","","","","",""
"RUFE2","","RUFE2","Rubus felix","woodland dewberry","","","","",""
"RUFE6","","RUFE6","Rubus ferrofluvius","Iron River dewberry","","","","",""
"RUFE7","","RUFE7","Rubus festivus","blackberry for the rest of us","","","","",""
"RUFL","","RUFL","Rubus flagellaris","northern dewberry","","","","","IN ()"
"RUFL3","","RUFL3","Rubus flavinanus","Windham County blackberry","","","","",""
"RUFL4","","RUFL4","Rubus floricomus","manyflower blackberry","","","","",""
"RUFL6","","RUFL6","Rubus florulentus","big blackberry","","","","",""
"RUFR2","","RUFR2","Rubus fraternalis","northeastern dewberry","","","","",""
"RUFR3","","RUFR3","Rubus frondisentis","leafy blackberry","","","","",""
"RUFR4","","RUFR4","Rubus frondosus","yankee blackberry","","","","",""
"RUFR80","","RUFR80","Rubus fruticosus","shrubby blackberry","NW","AL(CAW)CA(Q)FL(NW)MA(P)MN(PNW)NC(CAW)OR(Q)SC(PP)VT(CAW)","N'EAST, STATE, US","",""
"RUFR5","","RUFR5","Rubus fryei","Cacapon River blackberry","","","","",""
"RUFU4","","RUFU4","Rubus furtivus","openground dewberry","","","","",""
"RUGE","","RUGE","Rubus geniculatus","false Himalayan berry","","","","",""
"RUGL2","","RUGL2","Rubus glandicaulis","glandstem blackberry","","","","",""
"RUGL","","RUGL","Rubus glaucifolius","San Diego raspberry","","","","",""
"RUGLG","","RUGLG","Rubus glaucifolius var. ganderi","Cuyamaca raspberry","","","","",""
"RUGLG2","","RUGLG2","Rubus glaucifolius var. glaucifolius","San Diego raspberry","","","","",""
"RUGL5","","RUGL5","Rubus glaucus","Andes berry","","","HEAR, N'EAST","",""
"RUGN","","RUGN","Rubus gnarus","Pollock's Mill blackberry","","","","",""
"RUGR5","","RUGR5","Rubus grimesii","Grimes' dewberry","","","","",""
"RUGR9","","RUGR9","Rubus griseus","Loogootee blackberry","","","","",""
"RUGU","","RUGU","Rubus gulosus","New Brunswick blackberry","","","","",""
"RUHA3","","RUHA3","Rubus hancinianus","windswept prairie dewberry","","","","",""
"RUHA6","","RUHA6","Rubus hanesii","Hanes' blackberry","","","","",""
"RUHA4","","RUHA4","Rubus harmonicus","Kennebunkport dewberry","","","","",""
"RUHA","","RUHA","Rubus hawaiensis","Hawai'i blackberry","","","","",""
"RUHA7","","RUHA7","Rubus hayata-koidzumii","yü-shan raspberry","","","","",""
"RUHE2","","RUHE2","Rubus heterophyllus","ecotone blackberry","","","","",""
"RUHI4","","RUHI4","Rubus hirsutus","hirsute raspberry","","","","",""
"RUHI3","","RUHI3","Rubus hispidoides","bog dewberry","","","","",""
"RUHI","","RUHI","Rubus hispidus","bristly dewberry","","","","",""
"RUHU2","","RUHU2","Rubus huttonii","Hutton's dewberry","","","","",""
"RUHY2","","RUHY2","Rubus hypolasius","pineland dewberry","","","","",""
"RUIC","","RUIC","Rubus ictus","savannah dewberry","","","","",""
"RUID","","RUID","Rubus idaeus","American red raspberry","","","","",""
"RUIDI","","RUIDI","Rubus idaeus ssp. idaeus","American red raspberry","","","","",""
"RUIDS2","","RUIDS2","Rubus idaeus ssp. strigosus","grayleaf red raspberry","","","","",""
"RUIL","","RUIL","Rubus illecebrosus","strawberry raspberry","","","","",""
"RUIM","","RUIM","Rubus immanis","Watauga River blackberry","","","","",""
"RUIM2","","RUIM2","Rubus impar","Posey County blackberry","","","","","IN(X)"
"RUIN6","","RUIN6","Rubus inclinis","marshland blackberry","","","","",""
"RUIN8","","RUIN8","Rubus inferior","Ocala blackberry","","","","",""
"RUIN9","","RUIN9","Rubus iniens","sandyfield dewberry","","","","",""
"RUIN3","","RUIN3","Rubus insons","New England blackberry","","","","",""
"RUIN4","","RUIN4","Rubus insulanus","island blackberry","","","","",""
"RUIN5","","RUIN5","Rubus invisus","upland dewberry","","","","",""
"RUIT","","RUIT","Rubus ithacanus","Ithaca blackberry","","","","",""
"RUJA","","RUJA","Rubus jacens","spreading dewberry","","","","",""
"RUJU2","","RUJU2","Rubus junceus","herbaceous blackberry","","","","",""
"RUKE2","","RUKE2","Rubus kelloggii","Kellogg's blackberry","","","","",""
"RUKE3","","RUKE3","Rubus kennedyanus","Kennedy's blackberry","","","","",""
"RULA","","RULA","Rubus laciniatus","cutleaf blackberry","","","N'EAST","",""
"RULA5","","RULA5","Rubus largus","oakwoods dewberry","","","","",""
"RULA2","","RULA2","Rubus lasiococcus","roughfruit berry","","","","",""
"RULA8","","RULA8","Rubus latens","Massachusetts blackberry","","","","",""
"RULA6","","RULA6","Rubus laudatus","plains blackberry","","","","",""
"RULA7","","RULA7","Rubus lawrencei","Adirondack blackberry","","","","",""
"RULE","","RULE","Rubus leucodermis","whitebark raspberry","","","","",""
"RULEB","","RULEB","Rubus leucodermis var. bernardinus","whitebark raspberry","","","","",""
"RULEL","","RULEL","Rubus leucodermis var. leucodermis","whitebark raspberry","","","","",""
"RULET","","RULET","Rubus leucodermis var. trinitatis","whitebark raspberry","","","","",""
"RULE3","","RULE3","Rubus leviculus","bottomland dewberry","","","","",""
"RULI2","","RULI2","Rubus linkianus","Link's blackberry","","","","",""
"RULO11","","RULO11","Rubus loganobaccus","loganberry","","","","",""
"RULO4","","RULO4","Rubus longii","Long's blackberry","","","","",""
"RULU","","RULU","Rubus lucidus","manatee dewberry","","","","",""
"RUMA6","","RUMA6","Rubus macraei","'akala","","","","",""
"RUMA","","RUMA","Rubus macrophyllus","largeleaf blackberry","","","","",""
"RUMA2","","RUMA2","Rubus macvaughii","MacVaugh's dewberry","","","","",""
"RUMA8","","RUMA8","Rubus maniseesensis","Mohican Trail dewberry","","","","",""
"RUME3","","RUME3","Rubus meracus","dryslope dewberry","","","","",""
"RUMI2","","RUMI2","Rubus michiganensis","Michigan dewberry","","","","",""
"RUMI3","","RUMI3","Rubus mirus","marvel dewberry","","","","",""
"RUMI4","","RUMI4","Rubus missouricus","Missouri dewberry","","","","",""
"RUMO3","","RUMO3","Rubus mollior","softleaf blackberry","","","","",""
"RUMO4","","RUMO4","Rubus moluccanus","eelkek","NW","AL(CAW)CA(Q)FL(NW)MA(P)MN(PNW)NC(CAW)OR(Q)SC(PP)VT(CAW)","N'EAST, STATE, US","",""
"RUMO5","","RUMO5","Rubus montensis","mountaintop blackberry","","","","",""
"RUMU2","","RUMU2","Rubus multifer","kinnickinnick dewberry","","","","",""
"RUMU3","","RUMU3","Rubus multiformis","variable blackberry","","","","",""
"RUMU4","","RUMU4","Rubus multispinus","devil's blackberry","","","","",""
"RUMU5","","RUMU5","Rubus mundus","oldfield dewberry","","","","",""
"RUNA","","RUNA","Rubus navus","Grand Lake blackberry","","","","",""
"RUNE2","","RUNE2","Rubus nefrens","prickless dewberry","","","","",""
"RUNE","","RUNE","Rubus neomexicanus","New Mexico raspberry","","","","",""
"RUNI","","RUNI","Rubus nigerrimus","dark raspberry","","","","","WA(E)"
"RUNI2","","RUNI2","Rubus nivalis","snow raspberry","","","","",""
"RUNI4","","RUNI4","Rubus niveus","snowpeaks raspberry","","HI(NW)","HEAR, N'EAST, STATE","",""
"RUNO2","","RUNO2","Rubus notatus","bristle berry","","","","",""
"RUNO3","","RUNO3","Rubus novanglicus","New England dewberry","","","","",""
"RUNO4","","RUNO4","Rubus noveboracus","New York blackberry","","","","",""
"RUNO5","","RUNO5","Rubus novocaesarius","Tuckahoe dewberry","","","","",""
"RUOB2","","RUOB2","Rubus obsessus","New York dewberry","","","","",""
"RUOB4","","RUOB4","Rubus obvius","woodborder dewberry","","","","",""
"RUOC","","RUOC","Rubus occidentalis","black raspberry","","","","",""
"RUOD","","RUOD","Rubus odoratus","purpleflowering raspberry","","","","","IL(E)IN(T)"
"RUODC","","RUODC","Rubus odoratus var. columbianus","purpleflowering raspberry","","","","",""
"RUODO","","RUODO","Rubus odoratus var. odoratus","purpleflowering raspberry","","","","",""
"RUOK","","RUOK","Rubus oklahomus","Oklahoma blackberry","","","","",""
"RUOR4","","RUOR4","Rubus originalis","Cold Spring blackberry","","","","",""
"RUOR5","","RUOR5","Rubus ortivus","Mt. Desert Island blackberry","","","","",""
"RUOS","","RUOS","Rubus ostryifolius","highbush blackberry","","","","",""
"RUPA7","","RUPA7","Rubus paganus","St. Lawrence dewberry","","","","",""
"RUPA25","","RUPA25","Rubus paludivagus","Cape Cod blackberry","","","","",""
"RUPA13","","RUPA13","Rubus parcifrondifer","Silver Creek blackberry","","","","",""
"RUPA9","","RUPA9","Rubus parlinii","Parlin's dewberry","","","","",""
"RUPA10","","RUPA10","Rubus particeps","Kingston dewberry","","","","",""
"RUPA14","","RUPA14","Rubus particularis","West Virginia dewberry","","","","",""
"RUPA","","RUPA","Rubus parviflorus","thimbleberry","","","","",""
"RUPAP2","","RUPAP2","Rubus parviflorus var. parviflorus","thimbleberry","","","","",""
"RUPAV","","RUPAV","Rubus parviflorus var. velutinus","thimbleberry","","","","",""
"RUPA2","","RUPA2","Rubus parvifolius","Japanese raspberry","","","","",""
"RUPA11","","RUPA11","Rubus pascuus","Chesapeake blackberry","","","","",""
"RUPE","","RUPE","Rubus pedatus","strawberryleaf raspberry","","","","",""
"RUPE3","","RUPE3","Rubus pensilvanicus","Pennsylvania blackberry","","","","",""
"RUPE5","","RUPE5","Rubus pensilvanicus × ursinus","hybrid blackberry","","","","",""
"RUPE6","","RUPE6","Rubus pergratus","upland blackberry","","","","",""
"RUPE7","","RUPE7","Rubus permixtus","thicket dewberry","","","","",""
"RUPE20","","RUPE20","Rubus pernagaeus","Smithfield blackberry","","","","",""
"RUPE8","","RUPE8","Rubus persistens","persistent blackberry","","","","",""
"RUPE9","","RUPE9","Rubus perspicuus","Great Lakes dewberry","","","","",""
"RUPE10","","RUPE10","Rubus pervarius","Westminster dewberry","","","","",""
"RUPH2","","RUPH2","Rubus philadelphicus","Philadelphia blackberry","","","","",""
"RUPH","","RUPH","Rubus phoenicolasius","wine raspberry","","CT(PIB)MA(P)","N'EAST, SEEPPC","",""
"RUPL3","","RUPL3","Rubus plexus","tangled dewberry","","","","",""
"RUPL","","RUPL","Rubus plicatifolius","plaitleaf dewberry","","","","",""
"RUPL2","","RUPL2","Rubus plus","hairyleaf dewberry","","","","",""
"RUPO","","RUPO","Rubus porteri","Pocono Plateau dewberry","","","","",""
"RUPO2","","RUPO2","Rubus positivus","New London dewberry","","","","",""
"RUPR3","","RUPR3","Rubus prestonensis","Terra Alta blackberry","","","","",""
"RUPR4","","RUPR4","Rubus probabilis","tree blackberry","","","","",""
"RUPR5","","RUPR5","Rubus probativus","Birmingham blackberry","","","","",""
"RUPR6","","RUPR6","Rubus probus","Queensland raspberry","","","","",""
"RUPR11","","RUPR11","Rubus prosper","Rhode Island dewberry","","","","",""
"RUPR9","","RUPR9","Rubus provincialis","groundberry","","","","",""
"RUPU","","RUPU","Rubus pubescens","dwarf red blackberry","","","","","IL(T)"
"RUPUP","","RUPUP","Rubus pubescens var. pilosifolius","dwarf red blackberry","","","","",""
"RUPUP2","","RUPUP2","Rubus pubescens var. pubescens","dwarf red blackberry","","","","",""
"RUPU4","","RUPU4","Rubus pubifolius","Eagle Rock blackberry","","","","",""
"RUPU5","","RUPU5","Rubus pugnax","pugnacious blackberry","","","","",""
"RURA","","RURA","Rubus racemiger","racemed dewberry","","","","",""
"RURA2","","RURA2","Rubus randolphiorum","Plymouth blackberry","","","","",""
"RURE","","RURE","Rubus recurvans","recurved blackberry","","","","",""
