"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category"
"TEAR60","","TEAR60","Tephromela armeniaca","","Tephromela","","armeniaca","","","","","","","","","","","(DC.) Hertel & Rambold","","","","","Armenia tephromela lichen","Lichen"
"TEAT60","","TEAT60","Tephromela atra","","Tephromela","","atra","","","","","","","","","","","(Huds.) Hafellner","","","","","tephromela lichen","Lichen"
"TETE7","","TETE7","Tephromela testaceoatra","","Tephromela","","testaceoatra","","","","","","","","","","","(Vain.) Hertel & Rambold","","","","","tephromela lichen","Lichen"
"TESA","","TESA","Texosporium santi-jacobi","","Texosporium","","santi-jacobi","","","","","","","","","","","(Tuck.) Nadv.","","","","","St. Jacob texosporium lichen","Lichen"
"THCR3","","THCR3","Thamnogala crombiei","","Thamnogala","","crombiei","","","","","","","","","","","(Mudd) D. Hawksw.","","","","","","Lichen"
"THSU60","","THSU60","Thamnolia subuliformis","","Thamnolia","","subuliformis","","","","","","","","","","","(Ehrh.) W.L. Culb.","","","","","whiteworm lichen","Lichen"
"THVE60","","THVE60","Thamnolia vermicularis","","Thamnolia","","vermicularis","","","","","","","","","","","(Sw.) Ach. ex Schaerer","","","","","whiteworm lichen","Lichen"
"THBR3","","THBR3","Thelenella brasiliensis","","Thelenella","","brasiliensis","","","","","","","","","","","(Müll. Arg.) Vain.","","","","","","Lichen"
"THCI3","","THCI3","Thelenella cinerascens","","Thelenella","","cinerascens","","","","","","","","","","","(Müll. Arg.) R.C. Harris","","","","","","Lichen"
"THFU","","THFU","Thelenella fugiens","","Thelenella","","fugiens","","","","","","","","","","","(Müll. Arg.) R.C. Harris","","","","","","Lichen"
"THGE3","","THGE3","Thelenella geminipara","","Thelenella","","geminipara","","","","","","","","","","","(Malme) R.C. Harris","","","","","","Lichen"
"THHA3","","THHA3","Thelenella harrisii","","Thelenella","","harrisii","","","","","","","","","","","H. Mayrh.","","","","","Harris' thelenella lichen","Lichen"
"THHA4","","THHA4","Thelenella hassei","","Thelenella","","hassei","","","","","","","","","","","(Zahlbr.) H. Mayrh.","","","","","Hasse's thelenella lichen","Lichen"
"THHU4","","THHU4","Thelenella humilis","","Thelenella","","humilis","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"THIN7","","THIN7","Thelenella inductula","","Thelenella","","inductula","","","","","","","","","","","(Nyl.) H. Mayrh.","","","","","thelenella lichen","Lichen"
"THLU2","","THLU2","Thelenella luridella","","Thelenella","","luridella","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"THMO8","","THMO8","Thelenella modesta","","Thelenella","","modesta","","","","","","","","","","","(Nyl.) Nyl.","","","","","thelenella lichen","Lichen"
"THPE7","","THPE7","Thelenella pertusariella","","Thelenella","","pertusariella","","","","","","","","","","","(Nyl.) Vain.","","","","","","Lichen"
"THRA4","","THRA4","Thelenella rappii","","Thelenella","","rappii","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"THSA10","","THSA10","Thelenella sastreana","","Thelenella","","sastreana","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"THSO","","THSO","Thelenella sordidula","","Thelenella","","sordidula","","","","","","","","","","","(Th. Fr.) H. Mayrh.","","","","","thelenella lichen","Lichen"
"THSY","","THSY","Thelenella synchnogonioides","","Thelenella","","synchnogonioides","","","","","","","","","","","(Zahlbr.) R.C. Harris","","","","","","Lichen"
"THWE","","THWE","Thelenella weberi","","Thelenella","","weberi","","","","","","","","","","","H. Mayrh.","","","","","Weber's thelenella lichen","Lichen"
"THAB3","","THAB3","Thelidium absconditum","","Thelidium","","absconditum","","","","","","","","","","","(Hepp) Rebenh.","","","","","thelidium lichen","Lichen"
"THAE","","THAE","Thelidium aeneovinosum","","Thelidium","","aeneovinosum","","","","","","","","","","","(Anzi) Arnold","","","","","thelidium lichen","Lichen"
"THAR9","","THAR9","Thelidium areolatum","","Thelidium","","areolatum","","","","","","","","","","","J.W. Thomson","","","","","thelidium lichen","Lichen"
"THCI","","THCI","Thelidium circumspersellum","","Thelidium","","circumspersellum","","","","","","","","","","","(Nyl.) Zschacke","","","","","thelidium lichen","Lichen"
"THDE7","","THDE7","Thelidium decipiens","","Thelidium","","decipiens","","","","","","","","","","","(Nyl.) Krempelh.","","","","","thelidium lichen","Lichen"
"THIN8","","THIN8","Thelidium incavatum","","Thelidium","","incavatum","","","","","","","","","","","Nyl. ex Mudd","","","","","thelidium lichen","Lichen"
"THMI9","","THMI9","Thelidium microbolum","","Thelidium","","microbolum","","","","","","","","","","","(Tuck.) Hasse","","","","","thelidium lichen","Lichen"
"THMI10","","THMI10","Thelidium microsporum","","Thelidium","","microsporum","","","","","","","","","","","Lynge","","","","","thelidium lichen","Lichen"
"THMI11","","THMI11","Thelidium minimum","","Thelidium","","minimum","","","","","","","","","","","(A. Massal. ex Körb.) Arnold","","","","","thelidium lichen","Lichen"
"THMI12","","THMI12","Thelidium minutulum","","Thelidium","","minutulum","","","","","","","","","","","Körb.","","","","","thelidium lichen","Lichen"
"THOL2","","THOL2","Thelidium olivaceum","","Thelidium","","olivaceum","","","","","","","","","","","(Schaerer) Körb.","","","","","thelidium lichen","Lichen"
"THPA12","","THPA12","Thelidium papulare","","Thelidium","","papulare","","","","","","","","","","","(Fr.) Arnold","","","","","","Lichen"
"THPA9","","THPA9","Thelidium parvulum","","Thelidium","","parvulum","","","","","","","","","","","Arnold","","","","","thelidium lichen","Lichen"
"THPY","","THPY","Thelidium pyrenophorum","","Thelidium","","pyrenophorum","","","","","","","","","","","(Ach.) Mudd","","","","","thelidium lichen","Lichen"
"THTR9","","THTR9","Thelidium transsylvanicum","","Thelidium","","transsylvanicum","","","","","","","","","","","Zschacke","","","","","","Lichen"
"THVE6","","THVE6","Thelidium velutinum","","Thelidium","","velutinum","","","","","","","","","","","(Bernh.) Körb.","","","","","thelidium lichen","Lichen"
"THLI7","","THLI7","Thelignya lignyota","","Thelignya","","lignyota","","","","","","","","","","","(Wahlenb.) P.M. Jørg. & Henssen","","","","","thelignya lichen","Lichen"
"THEP","","THEP","Thelocarpon epibolum","","Thelocarpon","","epibolum","","","","","","","","","","","Nyl.","","","","","thelocarpon lichen","Lichen"
"THHA5","","THHA5","Thelocarpon hassei","","Thelocarpon","","hassei","","","","","","","","","","","de Lesd.","","","","","Hasse's thelocarpon lichen","Lichen"
"THIN9","","THIN9","Thelocarpon intermediellum","","Thelocarpon","","intermediellum","","","","","","","","","","","Nyl.","","","","","thelocarpon lichen","Lichen"
"THLA7","","THLA7","Thelocarpon laureri","","Thelocarpon","","laureri","","","","","","","","","","","(Flotow) Nyl.","","","","","Laurer's thelocarpon lichen","Lichen"
"THSP3","","THSP3","Thelocarpon sphaerosporum","","Thelocarpon","","sphaerosporum","","","","","","","","","","","H. Magn.","","","","","thelocarpon lichen","Lichen"
"THSU5","","THSU5","Thelocarpon superellum","","Thelocarpon","","superellum","","","","","","","","","","","Nyl.","","","","","thelocarpon lichen","Lichen"
"THCA7","","THCA7","Thelomma californicum","","Thelomma","","californicum","","","","","","","","","","","(Tuck.) Tibell","","","","","California thelomma lichen","Lichen"
"THCA8","","THCA8","Thelomma carolinianum","","Thelomma","","carolinianum","","","","","","","","","","","(Tuck.) Tibell","","","","","Carolina thelomma lichen","Lichen"
"THMA8","","THMA8","Thelomma mammosum","","Thelomma","","mammosum","","","","","","","","","","","(Hepp) A. Massal.","","","","","thelomma lichen","Lichen"
"THOC60","","THOC60","Thelomma occidentale","","Thelomma","","occidentale","","","","","","","","","","","(Herre) Tibell","","","","","western thelomma lichen","Lichen"
"THOC3","","THOC3","Thelomma ocellatum","","Thelomma","","ocellatum","","","","","","","","","","","(Körb.) Tibell","","","","","thelomma lichen","Lichen"
"THSA5","","THSA5","Thelomma santessonii","","Thelomma","","santessonii","","","","","","","","","","","Tibell","","","","","Santesson's thelomma lichen","Lichen"
"THFA2","","THFA2","Thelopsis falveola","","Thelopsis","","falveola","","","","","","","","","","","Arnold","","","","","thelopsis lichen","Lichen"
"THIN10","","THIN10","Thelopsis inordinata","","Thelopsis","","inordinata","","","","","","","","","","","Nyl.","","","","","thelopsis lichen","Lichen"
"THIS","","THIS","Thelopsis isiaca","","Thelopsis","","isiaca","","","","","","","","","","","Stizenb.","","","","","thelopsis lichen","Lichen"
"THME3","","THME3","Thelopsis melathelia","","Thelopsis","","melathelia","","","","","","","","","","","Nyl.","","","","","thelopsis lichen","Lichen"
"THRU2","","THRU2","Thelopsis rubella","","Thelopsis","","rubella","","","","","","","","","","","Nyl.","","","","","thelopsis lichen","Lichen"
"THAB4","","THAB4","Thelotrema abrosellum","","Thelotrema","","abrosellum","","","","","","","","","","","(Nyl.) Tuck.","","","","","barnacle lichen","Lichen"
"THAD","","THAD","Thelotrema adjectum","","Thelotrema","","adjectum","","","","","","","","","","","Nyl.","","","","","barnacle lichen","Lichen"
"THCA9","","THCA9","Thelotrema californicum","","Thelotrema","","californicum","","","","","","","","","","","Tuck.","","","","","California barnacle lichen","Lichen"
"THDE8","","THDE8","Thelotrema defectum","","Thelotrema","","defectum","","","","","","","","","","","Hale","","","","","defect barnacle lichen","Lichen"
"THDI7","","THDI7","Thelotrema dilatatum","","Thelotrema","","dilatatum","","","","","","","","","","","(Müll. Arg.) Hale","","","","","","Lichen"
"THEX","","THEX","Thelotrema eximium","","Thelotrema","","eximium","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"THFL6","","THFL6","Thelotrema floridense","","Thelotrema","","floridense","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"THHA6","","THHA6","Thelotrema halei","","Thelotrema","","halei","","","","","","","","","","","(Tuck. & Mont.) Zahlbr.","","","","","","Lichen"
"THLA8","","THLA8","Thelotrema lacteum","","Thelotrema","","lacteum","","","","","","","","","","","Krempelh.","","","","","barnacle lichen","Lichen"
"THLA9","","THLA9","Thelotrema lathraeum","","Thelotrema","","lathraeum","","","","","","","","","","","Tuck.","","","","","barnacle lichen","Lichen"
"THLE3","","THLE3","Thelotrema lepadinum","","Thelotrema","","lepadinum","","","","","","","","","","","(Ach.) Ach.","","","","","barnacle lichen","Lichen"
"THLE4","","THLE4","Thelotrema leprocarpum","","Thelotrema","","leprocarpum","","","","","","","","","","","(Nyl.) Tuck.","","","","","barnacle lichen","Lichen"
"THMO11","","THMO11","Thelotrema monospermum","","Thelotrema","","monospermum","","","","","","","","","","","R.C. Harris","","","","","","Lichen"
"THPE8","","THPE8","Thelotrema petractoides","","Thelotrema","","petractoides","","","","","","","","","","","P.M. Jørg. & Brodo","","","","","","Lichen"
"THPL2","","THPL2","Thelotrema platycarpum","","Thelotrema","","platycarpum","","","","","","","","","","","Tuck.","","","","","barnacle lichen","Lichen"
"THPO13","","THPO13","Thelotrema polycarpoides","","Thelotrema","","polycarpoides","","","","","","","","","","","Tuck.","","","","","","Lichen"
"THPO12","","THPO12","Thelotrema porinoides","","Thelotrema","","porinoides","","","","","","","","","","","Mont. & v.d. Bosch","","","","","","Lichen"
"THSA6","","THSA6","Thelotrema santense","","Thelotrema","","santense","","","","","","","","","","","Tuck.","","","","","barnacle lichen","Lichen"
"THSU6","","THSU6","Thelotrema subtile","","Thelotrema","","subtile","","","","","","","","","","","Tuck.","","","","","barnacle lichen","Lichen"
"THVE7","","THVE7","Thermutis velutina","","Thermutis","","velutina","","","","","","","","","","","(Ach.) Flotow","","","","","thermutis lichen","Lichen"
"THDI5","","THDI5","Tholurna dissimilis","","Tholurna","","dissimilis","","","","","","","","","","","(Norman) Norman","","","","","urn lichen","Lichen"
"THDI6","","THDI6","Thrombium discordans","","Thrombium","","discordans","","","","","","","","","","","(Nyl.) Zahlbr.","","","","","thrombium lichen","Lichen"
"THEP2","","THEP2","Thrombium epigaeum","","Thrombium","","epigaeum","","","","","","","","","","","(Pers.) Wallr.","","","","","thrombium lichen","Lichen"
"THMO10","","THMO10","Thrombium mongolicum","","Thrombium","","mongolicum","","","","","","","","","","","H. Magn.","","","","","Mongolia thrombium lichen","Lichen"
"THCO12","","THCO12","Thyrea confusa","","Thyrea","","confusa","","","","","","","","","","","Henssen","","","","","","Lichen"
"THGI2","","THGI2","Thyrea girardii","","Thyrea","","girardii","","","","","","","","","","","(Durieu & Mont.) Bagl. & Carestia","","","","","Girard's thyrea lichen","Lichen"
"THPU8","","THPU8","Thyrea pulvinata","","Thyrea","","pulvinata","","","","","","","","","","","(Schaerer) A. Massal.","","","","","pulvinate thyrea lichen","Lichen"
"TOAM2","","TOAM2","Tomasellia americana","","Tomasellia","","americana","","","","","","","","","","","(Minks ex Willey) R.C. Harris","","","","","American tomasellia lichen","Lichen"
"TODI3","","TODI3","Tomasellia difforme","","Tomasellia","","difforme","","","","","","","","","","","(Minks) ?, ined.?","","","","","tomasellia lichen","Lichen"
"TOMA3","","TOMA3","Tomasellia macularis","","Tomasellia","","macularis","","","","","","","","","","","(Minks ex Willey) R.C. Harris","","","","","","Lichen"
"TOAL3","","TOAL3","Toninia alutacea","","Toninia","","alutacea","","","","","","","","","","","(Anzi) Jatta","","","","","bruised lichen","Lichen"
"TOAR6","","TOAR6","Toninia arctica","","Toninia","","arctica","","","","","","","","","","","Timdal","","","","","","Lichen"
"TOAR5","","TOAR5","Toninia aromatica","","Toninia","","aromatica","","","","","","","","","","","(Sm.) A. Massal.","","","","","aromatic bruised lichen","Lichen"
"TOAT","","TOAT","Toninia athallina","","Toninia","","athallina","","","","","","","","","","","(Hepp) Timdal","","","","","","Lichen"
"TOBU","","TOBU","Toninia bullata","","Toninia","","bullata","","","","","","","","","","","(G. Mey. & Flotow) Zahlbr.","","","","","bruised lichen","Lichen"
"TOCA5","","TOCA5","Toninia candida","","Toninia","","candida","","","","","","","","","","","(Weber) Th. Fr.","","","","","bruised lichen","Lichen"
"TOCI2","","TOCI2","Toninia cinereovirens","","Toninia","","cinereovirens","","","","","","","","","","","(Schaerer) A. Massal.","","","","","bruised lichen","Lichen"
"TOLU","","TOLU","Toninia lutosa","","Toninia","","lutosa","","","","","","","","","","","(Ach.) Timdal","","","","","","Lichen"
"TOMA2","","TOMA2","Toninia massata","","Toninia","","massata","","","","","","","","","","","(Tuck.) Herre","","","","","bruised lichen","Lichen"
"TOOP","","TOOP","Toninia opuntioides","","Toninia","","opuntioides","","","","","","","","","","","(Vill.) Timdal","","","","","","Lichen"
"TOPE3","","TOPE3","Toninia pennina","","Toninia","","pennina","","","","","","","","","","","(Schaerer) Gyel.","","","","","","Lichen"
"TOPH","","TOPH","Toninia philippea","","Toninia","","philippea","","","","","","","","","","","(Mont.) Timdal","","","","","","Lichen"
"TOPH2","","TOPH2","Toninia physaroides","","Toninia","","physaroides","","","","","","","","","","","(Opiz) Zahlbr.","","","","","","Lichen"
"TORU","","TORU","Toninia ruginosa","","Toninia","","ruginosa","","","","","","","","","","","(Tuck.) Herre","","","","","bruised lichen","Lichen"
"TOSC5","","TOSC5","Toninia sculpturata","","Toninia","","sculpturata","","","","","","","","","","","(H. Magn.) Timdal","","","","","","Lichen"
"TOSE2","","TOSE2","Toninia sedifolia","","Toninia","","sedifolia","","","","","","","","","","","(Scop.) Timdal","","","","","","Lichen"
"TOSQ","","TOSQ","Toninia squalida","","Toninia","","squalida","","","","","","","","","","","(Ach.) A. Massal.","","","","","squalid bruised lichen","Lichen"
