"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","PLANTS Floristic Area","State and Province","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Duration","Growth Habit","Native Status","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status","National Wetland Indicator Status","Image Gallery","Fact Sheets","Plant Guides","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"CAEF","","CAEF","Candelariella efflorescens","","Candelariella","","efflorescens","","","","","","","","","","","R.C. Harris & W.R. Buck","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAKU2","","CAKU2","Candelariella kuusamoensis","","Candelariella","","kuusamoensis","","","","","","","","","","","Rasanen","","","","","","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CALU22","","CALU22","Candelariella lutella","","Candelariella","","lutella","","","","","","","","","","","(Vain.) Rasanen","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAPL13","","CAPL13","Candelariella placodizans","","Candelariella","","placodizans","","","","","","","","","","","(Nyl.) H. Magn.","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAPL14","","CAPL14","Candelariella plumbea","","Candelariella","","plumbea","","","","","","","","","","","Poelt & Vezda","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CARE21","","CARE21","Candelariella reflexa","","Candelariella","","reflexa","","","","","","","","","","","(Nyl.) Lettau","","","","","","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CARO30","","CARO30","Candelariella rosulans","","Candelariella","","rosulans","","","","","","","","","","","(Müll. Arg.) Zahlbr.","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CASP23","","CASP23","Candelariella spraguei","","Candelariella","","spraguei","","","","","","","","","","","(Tuck.) Zahlbr.","","","","","Sprague's eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAST44","","CAST44","Candelariella stenospora","","Candelariella","","stenospora","","","","","","","","","","","de Lesd.","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CASU40","","CASU40","Candelariella subdeflexa","","Candelariella","","subdeflexa","","","","","","","","","","","(Nyl.) Lettau","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CATE61","","CATE61","Candelariella terrigena","","Candelariella","","terrigena","","","","","","","","","","","Rasanen","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAVI60","","CAVI60","Candelariella vitellina","","Candelariella","","vitellina","","","","","","","","","","","(Hoffm.) Müll. Arg.","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAXA60","","CAXA60","Candelariella xanthostigma","","Candelariella","","xanthostigma","","","","","","","","","","","(Ach.) Lettau","","","","","eggyolk lichen","NA (L48)","","Lichen","Candelariella","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAME28","","CAME28","Candelina mexicana","","Candelina","","mexicana","","","","","","","","","","","(de Lesd.) Poelt","","","","","Mexican candelina lichen","NA (L48)","","Lichen","Candelina","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CASU41","","CASU41","Candelina submexicana","","Candelina","","submexicana","","","","","","","","","","","(de Lesd.) Poelt","","","","","candelina lichen","NA (L48)","","Lichen","Candelina","Candelariaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAAM26","","CAAM26","Canoparmelia amazonica","","Canoparmelia","","amazonica","","","","","","","","","","","(Nyl.) Elix & Hale","","","","","Amazon canoparmelia lichen","NA (L48)","","Lichen","Canoparmelia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CACA68","","CACA68","Canoparmelia caroliniana","","Canoparmelia","","caroliniana","","","","","","","","","","","(Nyl.) Elix & Hale","","","","","Carolina canoparmelia lichen","NA (L48)","","Lichen","Canoparmelia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CACR23","","CACR23","Canoparmelia crozalsiana","","Canoparmelia","","crozalsiana","","","","","","","","","","","(de Lesd.) Elix & Hale","","","","","canoparmelia lichen","NA (L48)","","Lichen","Canoparmelia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CACR24","","CACR24","Canoparmelia cryptochlorophaea","","Canoparmelia","","cryptochlorophaea","","","","","","","","","","","(Hale) Elix & Hale","","","","","canoparmelia lichen","NA (L48)","","Lichen","Canoparmelia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAMA39","","CAMA39","Canoparmelia martinicana","","Canoparmelia","","martinicana","","","","","","","","","","","(Nyl.) Elix & Hale","","","","","canoparmelia lichen","NA (L48)","","Lichen","Canoparmelia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CASA25","","CASA25","Canoparmelia salacinifera","","Canoparmelia","","salacinifera","","","","","","","","","","","(Hale) Elix & Hale","","","","","canoparmelia lichen","NA (L48)","","Lichen","Canoparmelia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CATE22","","CATE22","Canoparmelia texana","","Canoparmelia","","texana","","","","","","","","","","","(Tuck.) Elix & Hale","","","","","Texan canoparmelia lichen","NA (L48)","","Lichen","Canoparmelia","Parmeliaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","OH(E)","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAAG4","","CAAG4","Carbonea aggregantula","","Carbonea","","aggregantula","","","","","","","","","","","(Müll. Arg.) Diederich & Triebel","","","","","","NA (L48)","","Lichen","Carbonea","Lecanoraceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAAS13","","CAAS13","Carbonea assimilis","","Carbonea","","assimilis","","","","","","","","","","","(Körb.) Th. Fr.","","","","","","NA (L48)","","Lichen","Carbonea","Lecanoraceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAAT21","","CAAT21","Carbonea atronivea","","Carbonea","","atronivea","","","","","","","","","","","(Arnold) Hertel","","","","","carbonea lichen","NA (L48)","","Lichen","Carbonea","Lecanoraceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAIN48","","CAIN48","Carbonea intrusa","","Carbonea","","intrusa","","","","","","","","","","","(Th. Fr.) Rambold & Triebel","","","","","","NA (L48)","","Lichen","Carbonea","Lecanoraceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
